year,naics_4,dmarkup
2013,451120,-.023044705
2014,451120,.020349503
2015,451120,.0026429892
2001,451211,.00074136257
2002,451211,-.0011907816
2003,451211,.014231324
2004,451211,.036975265
2005,451211,.0034229755
2006,451211,-.012651086
2007,451211,-.006557703
2008,451211,-.00033450127
2009,451211,-.023053646
2010,451211,-.059086084
2011,451211,.069370389
2012,451211,-.043563366
2013,451211,.055118203
2014,451211,.02380085
2015,451211,.016663551
2001,452210,-.0080808401
2002,452210,.023624778
2003,452210,.05821836
2004,452210,.026445389
2005,452210,.00055360794
2006,452210,-.0013757944
2007,452210,-.0081318617
2008,452210,-.02410388
2009,452210,.032111168
2010,452210,.010573268
2011,452210,-.02122128
2012,452210,-.029695034
2013,452210,-.0036889315
2014,452210,.022103429
2015,452210,-.0042778254
2001,452311,.0045306683
2002,452311,.0063698292
2003,452311,.0048623085
2004,452311,.003436923
2005,452311,.0015666485
2006,452311,.00097763538
2007,452311,.0042088032
2008,452311,.0022220612
2009,452311,.0059945583
2010,452311,.0024272203
2011,452311,.0026402473
2012,452311,.00025868416
2013,452311,.0030597448
2014,452311,.0020772219
2015,452311,.007588625
2001,452319,-.00098323822
2002,452319,.013329744
2003,452319,.019482493
2004,452319,.0042971373
2005,452319,.0052747726
2006,452319,.0090326071
2007,452319,.0040274858
2008,452319,.00099492073
2009,452319,.019509673
2010,452319,-.0033345222
2011,452319,-.0018671751
2012,452319,-.0015678406
2013,452319,-.002738595
2014,452319,.00076401234
2015,452319,.0056667328
2001,453998,.027426481
2002,453998,.012460113
2003,453998,.036806941
2004,453998,.001706481
2005,453998,-.022731185
2006,453998,.0234797
2007,453998,.0021742582
2008,453998,-.019067407
2009,453998,.012948275
2010,453998,-.0053129196
2011,453998,-.0019857883
2012,453998,.0032442808
2013,453998,.024435759
2014,453998,-.0035862923
2015,453998,.0064047575
2001,481211,.027357101
2002,481211,.025833607
2003,481211,.017248273
2004,481211,.0078971386
2005,481211,-.0031819344
2006,481211,-.052152991
2007,481211,.086902857
2008,481211,.0047910213
2009,481211,.014092922
2010,481211,.031027675
2011,481211,-.069564223
2012,481211,.024107575
2013,481211,-.022458792
2014,481211,.012268782
2015,481211,-.034687877
2001,483112,-.0097711086
2002,483112,.014878035
2003,483112,-.069708109
2004,483112,.064315796
2005,483112,.0019986629
2006,483112,-.0244807
2007,483112,-.032434106
2008,483112,-.072257519
2009,483112,-.0052000284
2010,483112,-.016284585
2011,483112,-.028799772
2012,483112,-.039650321
2013,483112,-.017485023
2014,483112,.057285786
2015,483112,.091439486
2001,483113,.032769322
2002,483113,-.025742531
2003,483113,-.048350334
2004,483113,.012419581
2005,483113,-.049357295
2006,483113,.00723207
2007,483113,-.019575834
2008,483113,-.033652782
2009,483113,.0033915043
2010,483113,.015278339
2011,483113,.026458383
2012,483113,-.035400987
2013,483113,-.014714837
2014,483113,.022913575
2015,483113,.030163169
2001,483211,.033825278
2002,483211,.071407557
2003,483211,-.0058151484
2004,483211,.018855095
2005,483211,-.010164022
2006,483211,.0031446218
2007,483211,.033488274
2008,483211,-.015188932
2009,483211,.087203741
2010,483211,-.066641212
2011,483211,-.088827968
2012,483211,-.0051672459
2013,483211,.04361248
2014,483211,-.027436376
2015,483211,.046983838
2001,484121,.0054577589
2002,484121,-.013911605
2003,484121,.0040998459
2004,484121,.0058790445
2005,484121,.010442257
2006,484121,.012205362
2007,484121,.0062063932
2008,484121,-.0075594187
2009,484121,.016359687
2010,484121,-.026780605
2011,484121,.010045052
2012,484121,-.0062946081
2013,484121,-.010212064
2014,484121,.0017905235
2015,484121,.017360091
2001,512131,.025472879
2002,512131,.014615655
2003,512131,.022851825
2004,512131,.0085417032
2005,512131,.0067250729
2006,512131,-.03769958
2007,512131,.066480875
2008,512131,-.016193986
2009,512131,.030522227
2010,512131,-.013838172
2011,512131,.016722798
2012,512131,.0039390326
2013,512131,-.065667391
2014,512131,.053885221
2015,512131,.010454774
2001,518210,.047284722
2002,518210,-.014718652
2003,518210,-.0493716
2004,518210,-.012696147
2005,518210,-.034374952
2006,518210,-.056090832
2007,518210,-.018345952
2008,518210,.031919122
2009,518210,.0070790052
2010,518210,.025496364
2011,518210,.014915943
2012,518210,.051823139
2013,518210,.049630165
2014,518210,-.030072927
2015,518210,.024301052
2001,541211,-.032873511
2002,541211,-.008038044
2003,541211,-.01319778
2004,541211,.011728644
2005,541211,-.0054388046
2006,541211,-.0027214289
2007,541211,-.018875122
2008,541211,.0019803047
2009,541211,.014229894
2010,541211,-.01137495
2011,541211,-.004860878
2012,541211,.0036045313
2013,541211,-.0097209215
2014,541211,.012974143
2015,541211,.0026400089
2001,541330,-.035880566
2002,541330,-.070287347
2003,541330,.011650562
2004,541330,.026188016
2005,541330,.012954593
2006,541330,-.027138591
2007,541330,-.041462123
2008,541330,-.00893718
2009,541330,.022876859
2010,541330,.0096498728
2011,541330,-.020602942
2012,541330,.011982799
2013,541330,.049802542
2014,541330,-.0054408312
2015,541330,-.02609098
2001,541611,-.000091075897
2002,541611,-.057929873
2003,541611,-.072755575
2004,541611,-.030579925
2005,541611,-.012779593
2006,541611,.0050268173
2007,541611,-.0174191
2008,541611,.016756773
2009,541611,.021189809
2010,541611,.030467629
2011,541611,-.011521339
2012,541611,-.0058083534
2013,541611,.017535567
2014,541611,-.0041753054
2015,541611,.0080881119
2001,541612,-.0053520203
2002,541612,-.019151807
2003,541612,.050795138
2004,541612,.058457851
2005,541612,.040839553
2006,541612,.014936328
2007,541612,.023131728
2008,541612,-.0044656992
2009,541612,.033096313
2010,541612,-.028154373
2011,541612,.041366339
2012,541612,.032140136
2013,541612,.02731216
2014,541612,.032544971
2015,541612,.016758561
2001,541620,.021377683
2002,541620,-.08041954
2003,541620,-.023487806
2004,541620,-.045322001
2005,541620,-.0083008409
2006,541620,.049531341
2007,541620,.022821069
2008,541620,-.0087603331
2009,541620,-.000192523
2010,541620,.01375699
2011,541620,-.0085874796
2012,541620,-.054879844
2013,541620,-.021749854
2014,541620,-.00063288212
2015,541620,.022270679
2001,541714,.055312514
2002,541714,-.030461431
2003,541714,-.013866782
2004,541714,.00074338913
2005,541714,-.081510663
2006,541714,.050243974
2007,541714,.0019344091
2008,541714,-.0077806711
2009,541714,-.016302347
2010,541714,-.068091512
2011,541714,-.093063474
2012,541714,.0066969395
2013,541714,.021812558
2014,541714,.067321539
2015,541714,.054468989
2001,541860,.025473833
2002,541860,-.0029047728
2003,541860,-.020120025
2004,541860,-.026537538
2005,541860,-.023196101
2006,541860,-.023906469
2007,541860,.001038909
2008,541860,-.045311809
2009,541860,-.0080776215
2010,541860,-.0009585619
2011,541860,-.023001015
2012,541860,.0071666241
2013,541860,.011004865
2014,541860,-.016394675
2015,541860,-.012658834
2001,541940,.020136356
2002,541940,.039492369
2003,541940,-.03243041
2004,541940,-.0095613003
2005,541940,-.0058602095
2006,541940,.0096576214
2007,541940,.0071771145
2008,541940,-.021017909
2009,541940,-.0043003559
2010,541940,-.018276811
2011,541940,-.011800289
2012,541940,.0013655424
2013,541940,.0066468716
2014,541940,.0051702261
2015,541940,.0077978373
2001,561320,-.017954946
2002,561320,-.026913166
2003,561320,-.011282086
2004,561320,.0031844378
2005,561320,.0087316036
2006,561320,.0076208115
2007,561320,.037275672
2008,561320,-.0041699409
2009,561320,-.027541399
2010,561320,-.0048780441
2011,561320,.0022419691
2012,561320,.0041023493
2013,561320,.0025316477
2014,561320,.0094929934
2015,561320,.011080742
2001,561613,.00053489208
2002,561613,.0075093508
2003,561613,-.016713023
2004,561613,.0096765757
2005,561613,.084931731
2006,561613,.056262732
2007,561613,.0046471357
2008,561613,-.076363087
2009,561613,-.018481612
2010,561613,-.005138278
2011,561613,-.0079967976
2012,561613,.0095940828
2013,561613,.0025856495
2014,561613,-.02282095
2015,561613,.029200315
2001,561720,-.017897129
2002,561720,-.012240887
2003,561720,-.0031657219
2004,561720,-.00060594082
2005,561720,.0093866587
2006,561720,.016821742
2007,561720,-.031493783
2008,561720,.0030044913
2009,561720,-.0028122067
2010,561720,.0031091571
2011,561720,.0013623834
2012,561720,-.0041794777
2013,561720,-.00055712461
2014,561720,-.0062626004
2015,561720,.0059533119
2001,562111,.017079353
2002,562111,-.037103653
2003,562111,-.067278504
2004,562111,-.022963047
2005,562111,-.012404561
2006,562111,.026267529
2007,562111,.044516206
2008,562111,-.00051355362
2009,562111,.048532605
2010,562111,-.0066789389
2011,562111,-.025113106
2012,562111,-.032408595
2013,562111,-.00048494339
2014,562111,-.0027990341
2015,562111,.032536507
2001,562920,-.0074953437
2002,562920,-.0079273582
2003,562920,-.0071596503
2004,562920,-.0034188628
2005,562920,.0074231029
2006,562920,.099140823
2007,562920,-.00042283535
2008,562920,-.01655674
2009,562920,-.028849661
2010,562920,-.034368038
2011,562920,-.047554791
2012,562920,.020076215
2013,562920,-.04030633
2014,562920,.0048372149
2015,562920,-.066560209
2001,621340,.032463551
2002,621340,.0022355318
2003,621340,-.011684179
2004,621340,-.012819052
2005,621340,.038945913
2006,621340,-.011109114
2007,621340,-.010267019
2008,621340,.025574327
2009,621340,.036165953
2010,621340,.0092535019
2011,621340,-.020953655
2012,621340,-.010552287
2013,621340,-.0038025379
2014,621340,.0010333061
2015,621340,-.018793941
2001,621492,.0070723295
2002,621492,-.044598222
2003,621492,-.000041007996
2004,621492,-.00048565865
2005,621492,.0082745552
2006,621492,-.013206005
2007,621492,.024550676
2008,621492,-.0074666739
2009,621492,-.0011820793
2010,621492,.0097769499
2011,621492,.035177112
2012,621492,-.042789578
2013,621492,-.039064407
2014,621492,-.019994259
2015,621492,.012304187
2001,621511,.031191945
2002,621511,.044093847
2003,621511,.0036424398
2004,621511,-.00505054
2005,621511,.0078878403
2006,621511,.017062902
2007,621511,-.0017193556
2008,621511,.0070232153
2009,621511,.020501018
2010,621511,-.031476378
2011,621511,-.0025006533
2012,621511,-.019631386
2013,621511,-.024670243
2014,621511,-.03772068
2015,621511,-.028121591
2001,621512,.0601753
2002,621512,.068605423
2003,621512,-.061528683
2004,621512,-.09121418
2005,621512,-.06178391
2006,621512,-.022222638
2007,621512,-.063451409
2008,621512,.024862647
2009,621512,.01785481
2010,621512,-.020326972
2011,621512,-.0239923
2012,621512,-.025086045
2013,621512,.016170144
2014,621512,-.01273787
2015,621512,-.048523068
2001,621610,-.016924143
2002,621610,-.0044547319
2003,621610,-.015936017
2004,621610,.017797112
2005,621610,.013535261
2006,621610,.062017083
2007,621610,.043978572
2008,621610,.045168519
2009,621610,.061145425
2010,621610,.0023851395
2011,621610,-.060539722
2012,621610,.050263286
2013,621610,-.082794547
2014,621610,-.081827521
2015,621610,.0071915388
2001,622310,-.012032151
2002,622310,-.026724339
2003,622310,-.038465261
2004,622310,.062217474
2005,622310,-.060543656
2006,622310,-.081178904
2007,622310,-.0084635019
2008,622310,.002010107
2009,622310,.021191001
2010,622310,-.0050083399
2011,622310,.0777421
2012,622310,-.0076385736
2013,622310,.00088012218
2014,622310,-.001883626
2015,622310,-.028689742
2001,623311,-.046773374
2002,623311,.0074171424
2003,623311,.019569397
2004,623311,.062550068
2005,623311,-.012774467
2006,623311,.046176314
2007,623311,.010434866
2008,623311,-.011859298
2009,623311,.0026568174
2010,623311,.080006242
2011,623311,-.019288659
2012,623311,-.028665423
2013,623311,.0098130703
2014,623311,.0069092512
2015,623311,.013288498
2001,623312,-.013860345
2002,623312,-.023918867
2003,623312,-.070694685
2004,623312,-.052608609
2005,623312,.0042186975
2006,623312,.035577893
2007,623312,-.063941479
2008,623312,.018880248
2009,623312,.021397829
2010,623312,.03956759
2011,623312,-.0085920095
2012,623312,.063183904
2013,623312,.023367167
2014,623312,-.008769393
2015,623312,.015465736
2001,721120,.022068858
2002,721120,.041215181
2003,721120,-.020827293
2004,721120,.032940984
2005,721120,.020740628
2006,721120,.032075286
2007,721120,-.072789907
2008,721120,-.093481898
2009,721120,-.035447478
2010,721120,-.01209867
2011,721120,.039159536
2012,721120,-.019769669
2013,721120,.027079225
2014,721120,.030673623
2015,721120,.033602357
2001,722310,-.01311636
2002,722310,.013553262
2003,722310,-.0034059286
2004,722310,.0095192194
2005,722310,.0046423674
2006,722310,-.0081955194
2007,722310,-.0018545389
2008,722310,-.011689544
2009,722310,.030516386
2010,722310,-.011164665
2011,722310,-.00042164326
2012,722310,.00089991093
2013,722310,-.007933259
2014,722310,.0012761354
2015,722310,.0067890882
2001,722513,-.020057678
2002,722513,-.0055196285
2003,722513,-.0068160295
2004,722513,.0060503483
2005,722513,-.0036087036
2006,722513,.012235045
2007,722513,.0029600859
2008,722513,.0071321726
2009,722513,.039673686
2010,722513,.029999614
2011,722513,-.0030560493
2012,722513,.010084748
2013,722513,.060248733
2014,722513,.011250496
2015,722513,-.051365376
2001,722514,-.075875878
2002,722514,.0069259405
2003,722514,.039512694
2004,722514,.020090401
2005,722514,.030772328
2006,722514,-.0037999153
2007,722514,.0034985542
2008,722514,-.045585513
2009,722514,-.025421202
2010,722514,.030165493
2011,722514,.0064674616
2012,722514,.057091236
2013,722514,-.024493456
2014,722514,-.007111907
2015,722514,.021927118
2001,812930,-.088343859
2002,812930,-.054942489
2003,812930,-.03311789
2004,812930,.0017578602
2005,812930,-.007502079
2006,812930,.011982083
2007,812930,.0081781149
2008,812930,-.0108217
2009,812930,-.01297152
2010,812930,.0047107935
2011,812930,.0020515919
2012,812930,-.0073465109
2013,812930,.0093907118
2014,812930,-.0036227703
2015,812930,-.0083560944
