year,naics_4,dherfindahl
2009,333618,-.037880689
2010,333618,.028670341
2011,333618,.055788487
2012,333618,-.011061609
2013,333618,-.016690731
2014,333618,.031643599
2015,333618,.089772582
2001,333914,-.011004776
2002,333914,-.00019922853
2003,333914,-.001281023
2004,333914,-.016417742
2005,333914,-.0018520057
2006,333914,-.0022235215
2007,333914,.0043590963
2008,333914,.044882655
2009,333914,-.054012567
2010,333914,-.013020426
2011,333914,-.088653356
2012,333914,.00076875091
2013,333914,-.011099562
2014,333914,-.0079867244
2015,333914,-.0015926957
2001,333923,.01702556
2002,333923,.077681452
2003,333923,.049218386
2004,333923,.010765314
2005,333923,.024330735
2006,333923,-.0053505898
2007,333923,-.013126135
2008,333923,-.00081449747
2009,333923,-.078421086
2010,333923,.005874455
2011,333923,.030753732
2012,333923,.010315567
2013,333923,-.0075063705
2014,333923,.0091406107
2015,333923,-.00521034
2001,333991,.0010480583
2002,333991,-.0096047819
2003,333991,-.012318194
2004,333991,.014395565
2005,333991,.017228752
2006,333991,-.027816653
2007,333991,-.025495201
2008,333991,.0031817555
2009,333991,-.0081501305
2010,333991,.24308157
2011,333991,.022940814
2012,333991,.012202919
2013,333991,-.0096554756
2014,333991,.019536376
2015,333991,-.019380629
2001,333992,.011664093
2002,333992,.011973023
2003,333992,.0028799176
2004,333992,.022145867
2005,333992,.039929867
2006,333992,-.11444086
2007,333992,-.0055751204
2008,333992,-.0068697333
2009,333992,-.022551179
2010,333992,.17085797
2011,333992,.0033215284
2012,333992,-.16217119
2013,333992,.0061269403
2014,333992,.011241794
2015,333992,-.0054261684
2001,334412,.054704145
2002,334412,-.022231355
2003,334412,.052302599
2004,334412,.012127548
2005,334412,-.034399897
2006,334412,-.006788671
2007,334412,.070474744
2008,334412,-.046765685
2009,334412,.029010087
2010,334412,-.025511473
2011,334412,.038776785
2012,334412,-.023454219
2013,334412,.01297009
2014,334412,-.0034738183
2015,334412,-.0045208335
2001,334418,.18889949
2002,334418,-.078586876
2003,334418,.064225435
2004,334418,-.10179183
2005,334418,-.1695766
2006,334418,-.0055395812
2007,334418,.0080968142
2008,334418,.031375915
2009,334418,.0070706308
2010,334418,.0022189617
2011,334418,-.0074686557
2012,334418,.0051488727
2013,334418,.021447241
2014,334418,-.03945303
2015,334418,-.0092926621
2001,334511,-.017051756
2002,334511,.036344409
2003,334511,.033556014
2004,334511,.05746752
2005,334511,-.018969804
2006,334511,-.019011587
2007,334511,-.014848053
2008,334511,-.013078094
2009,334511,.0093133748
2010,334511,-.039883226
2011,334511,-.031430215
2012,334511,-.0016244054
2013,334511,.0014424026
2014,334511,.0033966005
2015,334511,.031280756
2001,334513,.029424369
2002,334513,-.015149653
2003,334513,-.017026663
2004,334513,-.027355611
2005,334513,-.020732403
2006,334513,-.014398813
2007,334513,.0012778044
2008,334513,-.048379004
2009,334513,.0062724352
2010,334513,-.061222315
2011,334513,.011611044
2012,334513,-.014120638
2013,334513,-.013458729
2014,334513,-.034941912
2015,334513,-.041338891
2001,334516,-.031881541
2002,334516,-.030953184
2003,334516,-.0024979189
2004,334516,.0075880215
2005,334516,-.0023158789
2006,334516,.0038015097
2007,334516,.0082803518
2008,334516,-.00078727305
2009,334516,.0067081898
2010,334516,.020154089
2011,334516,.028187394
2012,334516,.0062031746
2013,334516,.00036256015
2014,334516,.0051107407
2015,334516,.014358386
2001,334519,.011239745
2002,334519,.013447702
2003,334519,.0074197054
2004,334519,-.002502948
2005,334519,-.0025312304
2006,334519,-.0033356696
2007,334519,-.0020527244
2008,334519,.016631827
2009,334519,.017061517
2010,334519,.013106331
2011,334519,.0082520545
2012,334519,.0063999891
2013,334519,.032680735
2014,334519,.013770238
2015,334519,.0075930953
2001,335122,-.0061596036
2002,335122,-.0016650259
2003,335122,.017562032
2004,335122,.0079678595
2005,335122,.029211998
2006,335122,-.0078903437
2007,335122,.21235472
2008,335122,-.070576429
2009,335122,-.00043392181
2010,335122,-.030774295
2011,335122,-.017934173
2012,335122,.0086480081
2013,335122,-.02404353
2014,335122,.0050673485
2015,335122,-.0047933459
2001,335220,0
2002,335220,0
2003,335220,-1.1920929e-07
2004,335220,1.1920929e-07
2005,335220,0
2006,335220,0
2007,335220,0
2008,335220,0
2009,335220,-1.1920929e-07
2010,335220,0
2011,335220,1.1920929e-07
2012,335220,0
2013,335220,-1.1920929e-07
2014,335220,1.1920929e-07
2015,335220,-1.1920929e-07
2001,335312,-.048599288
2002,335312,.061075971
2003,335312,.044772178
2004,335312,.1085414
2005,335312,-.063103855
2006,335312,.045564026
2007,335312,-.036159813
2008,335312,-.063800335
2009,335312,.019095272
2010,335312,.11397398
2011,335312,-.0033617914
2012,335312,-.043455303
2013,335312,.0068342686
2014,335312,-.010759711
2015,335312,.046563119
2001,335313,.0065770149
2002,335313,-.017408729
2003,335313,.00062167645
2004,335313,-.0055121779
2005,335313,.0031137466
2006,335313,-.0081306696
2007,335313,-.0037033558
2008,335313,.0079898834
2009,335313,-.0015057921
2010,335313,-.0012208223
2011,335313,.007496953
2012,335313,-.0051653385
2013,335313,.0015543699
2014,335313,-.0059469342
2015,335313,-.0093613267
2001,335314,.022742957
2002,335314,.011679262
2003,335314,.018820286
2004,335314,.015837252
2005,335314,-.0014883876
2006,335314,.0035351515
2007,335314,.014817238
2008,335314,.0042406321
2009,335314,-.021448493
2010,335314,.012622416
2011,335314,-.0078594685
2012,335314,-.008246243
2013,335314,.059407532
2014,335314,-.0037917495
2015,335314,-.011101186
2001,335911,.053115487
2002,335911,-.20538116
2003,335911,-.0012475848
2004,335911,-.019432753
2005,335911,-.044634074
2006,335911,-.02550137
2007,335911,.015648931
2008,335911,-.043066233
2009,335911,-.024346501
2010,335911,.0067299306
2011,335911,.073219717
2012,335911,-.001291424
2013,335911,.00054979324
2014,335911,.36347982
2015,335911,.037595272
2001,335921,.19521242
2002,335921,.062491417
2003,335921,.077620506
2004,335921,.055219531
2005,335921,.0054938793
2006,335921,.011334062
2007,335921,.0078469515
2008,335921,.015517831
2009,335921,-.0078088045
2010,335921,.037280202
2011,335921,-1.1920929e-07
2012,335921,0
2013,335921,1.1920929e-07
2014,335921,0
2015,335921,0
2001,335931,-.005402565
2002,335931,.0050913095
2003,335931,.0063915551
2004,335931,-.0029686093
2005,335931,-.0080809891
2006,335931,.00099486113
2007,335931,-.0043909252
2008,335931,-.011088461
2009,335931,.047051847
2010,335931,.0012067556
2011,335931,-.00080704689
2012,335931,.49383318
2013,335931,0
2014,335931,0
2015,335931,0
2001,336111,-.070167243
2002,336111,-.0018088669
2003,336111,-.002705425
2004,336111,.0014383942
2005,336111,-.030415818
2006,336111,-.001517266
2007,336111,-.0026515275
2008,336111,-.0071747005
2009,336111,-.011169285
2010,336111,.000011026859
2011,336111,-.0068868548
2012,336111,.00015826523
2013,336111,-.0041715056
2014,336111,-.0073141903
2015,336111,.013406202
2001,336120,.05827415
2002,336120,.021320611
2003,336120,.14683315
2004,336120,.00078237057
2005,336120,-.052675903
2006,336120,.015626609
2007,336120,-.13300967
2008,336120,-.039595574
2009,336120,.029025286
2010,336120,-.0041095614
2011,336120,.0032006502
2012,336120,.0041667819
2013,336120,-.0038274527
2014,336120,-.027881056
2015,336120,.012625426
2001,336211,.027806073
2002,336211,.17640296
2003,336211,-.002266556
2004,336211,-.23002964
2005,336211,.082909316
2006,336211,-.026477918
2007,336211,-.0040168911
2008,336211,.022934541
2009,336211,-.0078533143
2010,336211,.028515935
2011,336211,.010460407
2012,336211,.038074374
2013,336211,-.020370722
2014,336211,-.059307665
2015,336211,-.043174222
2001,336212,-.028222144
2002,336212,.087519169
2003,336212,.028459668
2004,336212,-.0046604872
2005,336212,.020820737
2006,336212,.26409304
2007,336212,0
2008,336212,0
2009,336212,0
2010,336212,0
2011,336212,-.27444977
2012,336212,.011553586
2013,336212,.0082944632
2014,336212,-.0014436841
2015,336212,.25604528
2001,336214,.0017836988
2002,336214,.04164964
2003,336214,.024941862
2004,336214,.0077084303
2005,336214,.044466436
2006,336214,.059573531
2007,336214,-.014860988
2008,336214,.054854035
2009,336214,.088839293
2010,336214,-.061127305
2011,336214,.01669538
2012,336214,-.0082648993
2013,336214,-.051301479
2014,336214,-.015172005
2015,336214,.018326521
2001,336310,.0012910366
2002,336310,-.10727242
2003,336310,-.011453003
2004,336310,-.0036765039
2005,336310,-.0160923
2006,336310,.0017661154
2007,336310,.014176875
2008,336310,.0046191812
2009,336310,.0066506267
2010,336310,.060396969
2011,336310,.0011066794
2012,336310,.004645884
2013,336310,-.0015898645
2014,336310,.021291405
2015,336310,-.14288661
2001,336320,-.0066055954
2002,336320,.0044742227
2003,336320,.0056717694
2004,336320,-.0047504306
2005,336320,-.0060558915
2006,336320,.069794685
2007,336320,-.060512811
2008,336320,-.020179182
2009,336320,-.038199186
2010,336320,.016675055
2011,336320,.0061852336
2012,336320,.0035646558
2013,336320,.0059896111
2014,336320,-.0096577108
2015,336320,.1055738
2001,336330,-.06026566
2002,336330,.41469133
2003,336330,-.014008522
2004,336330,-.00027048588
2005,336330,.00019967556
2006,336330,-.0063234568
2007,336330,-.019364357
2008,336330,-.0037642717
2009,336330,-.066756606
2010,336330,-.050041199
2011,336330,.03010273
2012,336330,-.0011392832
2013,336330,-.050009727
2014,336330,-.014854789
2015,336330,-.0031913519
2001,336370,-.0078670382
2002,336370,.0548051
2003,336370,.041980743
2004,336370,.0060558319
2005,336370,.0071275234
2006,336370,-.044120431
2007,336370,.31557214
2008,336370,0
2009,336370,0
2010,336370,0
2011,336370,0
2012,336370,0
2013,336370,-1.1920929e-07
2014,336370,1.1920929e-07
2015,336370,0
2001,336390,.00062903762
2002,336390,-.0057810843
2003,336390,.0025121868
2004,336390,.012217656
2005,336390,.0018267483
2006,336390,.00047981739
2007,336390,.0068742931
2008,336390,.00030305982
2009,336390,-.0039216578
2010,336390,.0095050931
2011,336390,.0012437999
2012,336390,.007587254
2013,336390,.0088024139
2014,336390,-.00011561811
2015,336390,-.015399843
2001,336411,.033007085
2002,336411,.022471786
2003,336411,-.23556343
2004,336411,.020618826
2005,336411,.014459372
2006,336411,-.12326583
2007,336411,-.016254991
2008,336411,-.031531096
2009,336411,.031920791
2010,336411,-.0051919222
2011,336411,.0038336515
2012,336411,.033632219
2013,336411,.0083848536
2014,336411,-.0026214123
2015,336411,.020241261
2001,336412,.035340011
2002,336412,.0063112378
2003,336412,.011584997
2004,336412,.0054166913
2005,336412,.0062855482
2006,336412,-.0016702414
2007,336412,.087491393
2008,336412,-.0015442967
2009,336412,-.0005401969
2010,336412,-.0016305447
2011,336412,-.0040705204
2012,336412,-.0054357648
2013,336412,-.00013285875
2014,336412,-.002805531
2015,336412,-.0065817833
2001,336413,-.029626161
2002,336413,.014790028
2003,336413,-.010270983
2004,336413,-.010894805
2005,336413,-.01153183
2006,336413,-.075870752
2007,336413,-.0035658777
2008,336413,.014318317
2009,336413,-.02635631
2010,336413,-.011231154
2011,336413,-.0080820322
2012,336413,.051228583
2013,336413,-.0084704459
2014,336413,-.0094733238
2015,336413,-.069128454
2001,336510,.036866963
2002,336510,.04082495
2003,336510,-.16091931
2004,336510,.023564935
2005,336510,-.24699032
2006,336510,-.056296736
2007,336510,-.066961884
2008,336510,-.001265049
2009,336510,.0093912184
2010,336510,.027336389
2011,336510,.3035312
2012,336510,-.070430636
2013,336510,.011969507
2014,336510,-.31241047
2015,336510,-.0029620826
2001,336999,.0046180487
2002,336999,.00902161
2003,336999,.0045448244
2004,336999,.0036068261
2005,336999,.115022
2006,336999,.10835889
2007,336999,.052118301
2008,336999,.035593748
2009,336999,.00096392632
2010,336999,.040288806
2011,336999,.010956287
2012,336999,.0096789598
2013,336999,.014587581
2014,336999,.038134456
2015,336999,.024923742
2001,337214,-.0063039362
2002,337214,-.060484082
2003,337214,-.0015423894
2004,337214,.012766063
2005,337214,-.0032578707
2006,337214,-.0036372542
2007,337214,.0058876872
2008,337214,.042975157
2009,337214,.00052210689
2010,337214,.0064156353
2011,337214,-.011731207
2012,337214,-.0010773242
2013,337214,.010651231
2014,337214,-.016919047
2015,337214,-.009144336
2001,339930,-.005201757
2002,339930,-.010671943
2003,339930,-.0038471818
2004,339930,-.0059286952
2005,339930,-.0098946691
2006,339930,.036070228
2007,339930,.10299221
2008,339930,.017118245
2009,339930,-.022963971
2010,339930,-.047672659
2011,339930,-.054890424
2012,339930,-.010383606
2013,339930,-.0032953322
2014,339930,.0092608631
2015,339930,-.036126763
2001,423120,-.0044440627
2002,423120,-.013326585
2003,423120,-.006210804
2004,423120,-.0035627484
2005,423120,-.0029842257
2006,423120,-.0045328736
2007,423120,.11755252
2008,423120,.0059619546
2009,423120,.003336072
2010,423120,.0010979176
2011,423120,.0019390583
2012,423120,-.32360649
2013,423120,-.0043666363
2014,423120,.12490505
2015,423120,.025372088
2001,423310,-.003672719
2002,423310,.012981623
2003,423310,.0048348904
2004,423310,.03069824
2005,423310,.00026106834
2006,423310,-.024555743
2007,423310,-.020525187
2008,423310,-.043240041
2009,423310,-.050441444
2010,423310,-.10415491
2011,423310,-.013748348
2012,423310,-.065055326
2013,423310,.019841522
2014,423310,-.023398057
2015,423310,.037130624
2001,423330,.010712266
2002,423330,-.2939775
2003,423330,.049977064
2004,423330,.46181762
2005,423330,0
2006,423330,0
2007,423330,0
2008,423330,0
2009,423330,0
2010,423330,0
2011,423330,0
2012,423330,0
2013,423330,0
2014,423330,0
2015,423330,0
2001,423430,-.032774359
2002,423430,-.023138925
2003,423430,.012079924
2004,423430,.016306624
2005,423430,.021219134
2006,423430,-.00010201335
2007,423430,.0066141188
2008,423430,-.052065015
2009,423430,-.0024100542
2010,423430,.004254356
2011,423430,-.0053751171
2012,423430,.0014093965
2013,423430,.014695019
2014,423430,.00053289533
2015,423430,-.011088848
2001,423450,-.0019552708
2002,423450,.012539953
2003,423450,-.020383924
2004,423450,-.055316389
2005,423450,.0017393827
2006,423450,.00072184205
2007,423450,.063469261
2008,423450,-.00090113282
2009,423450,-.051914349
2010,423450,-.000076338649
2011,423450,.0021047443
2012,423450,.026729479
2013,423450,-.0032900274
2014,423450,-.004477039
2015,423450,.11100148
2001,423510,-.0037383735
2002,423510,-.02785404
2003,423510,-.017179683
2004,423510,.013451785
2005,423510,.10356829
2006,423510,-.068899259
2007,423510,.00068828464
2008,423510,.091863379
2009,423510,-.089069352
2010,423510,-.0084518045
2011,423510,-.0050426424
2012,423510,-.01151675
2013,423510,.034524709
2014,423510,.0079195946
2015,423510,.036219999
2001,423610,.00074636936
2002,423610,-.005218029
2003,423610,.0062343478
2004,423610,-.022867173
2005,423610,-.0035065711
2006,423610,-.013181597
2007,423610,.00072520971
2008,423610,-.00043714046
2009,423610,.0011615157
2010,423610,-.002599746
2011,423610,.001178205
2012,423610,.005802542
2013,423610,.0092581511
2014,423610,.00028255582
2015,423610,.00067684054
2001,423690,-.0083846748
2002,423690,-.041056752
2003,423690,-.004358992
2004,423690,.056508467
2005,423690,-.0039940327
2006,423690,.018838763
2007,423690,-.015602246
2008,423690,.0074967295
2009,423690,-.021305501
2010,423690,.033135951
2011,423690,.051226497
2012,423690,.073254734
2013,423690,.001108855
2014,423690,.0068607926
2015,423690,.0036934316
2001,423710,-.086230695
2002,423710,-.044514507
2003,423710,.029188544
2004,423710,-.036987185
2005,423710,-.018748611
2006,423710,-.021717042
2007,423710,-.00049805641
2008,423710,.0019592643
2009,423710,.043018758
2010,423710,-.0032608509
2011,423710,-.010814905
2012,423710,-.038279861
2013,423710,.0048617721
2014,423710,.00025314093
2015,423710,.0032124817
2001,423730,.070915401
2002,423730,-.054525018
2003,423730,.014660001
2004,423730,-.003061831
2005,423730,-.0076152086
2006,423730,-.01723665
2007,423730,-.012380362
2008,423730,-.020444393
2009,423730,.05025661
2010,423730,.026198924
2011,423730,.0083210468
2012,423730,.044048488
2013,423730,.0026532412
2014,423730,.005649209
2015,423730,.0015277863
2001,423810,.062987983
2002,423810,-.01071763
2003,423810,.0057919025
2004,423810,.0065230727
2005,423810,.017143607
2006,423810,-.011132121
2007,423810,.025014579
2008,423810,.0040770769
2009,423810,-.0059484839
2010,423810,-.038070619
2011,423810,.10893875
2012,423810,.0061725974
2013,423810,-.0072273016
2014,423810,-.0028968453
2015,423810,-.034396827
2001,423820,0
2002,423820,0
2003,423820,0
2004,423820,-1.1920929e-07
2005,423820,1.1920929e-07
2006,423820,0
2007,423820,0
2008,423820,-1.1920929e-07
2009,423820,1.1920929e-07
2010,423820,0
2011,423820,0
2012,423820,0
2013,423820,0
2014,423820,-.49453527
2015,423820,-.0033240914
2001,423840,.049249768
2002,423840,.0021124482
2003,423840,.025452018
2004,423840,.053910106
2005,423840,.00058755279
2006,423840,.021392524
2007,423840,-.016195267
2008,423840,-.043150246
2009,423840,.011885464
2010,423840,-.016632318
2011,423840,-.0028089285
2012,423840,-.016037017
2013,423840,-.0060278177
2014,423840,-.011742085
2015,423840,.020346701
2001,423860,-.043466836
2002,423860,.016158462
2003,423860,.018469334
2004,423860,-.00099286437
2005,423860,-.0025814474
2006,423860,.35536116
2007,423860,.029679537
2008,423860,.014582396
2009,423860,-.34342903
2010,423860,.086947381
2011,423860,.013824463
2012,423860,-.22630805
2013,423860,-.023101956
2014,423860,-.034270972
2015,423860,-.0022063255
2001,423910,.085452378
2002,423910,.0035310388
2003,423910,.00027596951
2004,423910,.39844549
2005,423910,0
2006,423910,0
2007,423910,0
2008,423910,-.3944242
2009,423910,-.075366318
2010,423910,.46979052
2011,423910,0
2012,423910,0
2013,423910,0
2014,423910,0
2015,423910,0
2001,424120,.0020533502
2002,424120,.0014593005
2003,424120,.034315348
2004,424120,-.023987085
2005,424120,.035034746
2006,424120,.019546688
2007,424120,.0078809261
2008,424120,.046369016
2009,424120,.04332751
2010,424120,.0037716627
2011,424120,.0044704676
2012,424120,.00050354004
2013,424120,.34442091
2014,424120,0
2015,424120,0
2001,424210,.0095188916
2002,424210,-.026762903
2003,424210,.0030771792
2004,424210,.3806963
2005,424210,-.0026891232
2006,424210,-.34271222
2007,424210,-.0021455884
2008,424210,-.0024683774
2009,424210,.00017130375
2010,424210,.40170649
2011,424210,-.0024908781
2012,424210,.026389718
2013,424210,.0050189495
2014,424210,-.38103247
2015,424210,.38341588
2001,424340,1.1920929e-07
2002,424340,0
2003,424340,0
2004,424340,0
2005,424340,0
2006,424340,0
2007,424340,0
2008,424340,0
2009,424340,0
2010,424340,0
2011,424340,-1.1920929e-07
2012,424340,1.1920929e-07
2013,424340,0
2014,424340,0
2015,424340,0
2001,424490,-.019638389
2002,424490,.0064759254
2003,424490,-.0098178089
2004,424490,.026540339
2005,424490,-.0019377768
2006,424490,.01764673
2007,424490,-.006881386
2008,424490,.018877834
2009,424490,.0079314709
2010,424490,.054018617
2011,424490,.029080272
2012,424490,.01879102
2013,424490,.030829847
2014,424490,.030229032
2015,424490,.031960309
2001,424510,.13598609
2002,424510,.12501162
2003,424510,-.29404163
2004,424510,.014799803
2005,424510,-.013241768
2006,424510,-.0058360994
2007,424510,.15496975
2008,424510,.022651255
2009,424510,.0021604896
2010,424510,.033659756
2011,424510,.010040462
2012,424510,.001804471
2013,424510,.40105259
2014,424510,1.1920929e-07
2015,424510,0
2001,424590,.0094736218
2002,424590,-.044382215
2003,424590,.026465297
2004,424590,.38058805
2005,424590,0
2006,424590,-1.1920929e-07
2007,424590,1.1920929e-07
2008,424590,0
2009,424590,0
2010,424590,-1.1920929e-07
2011,424590,0
2012,424590,1.1920929e-07
2013,424590,-1.1920929e-07
2014,424590,0
2015,424590,1.1920929e-07
2001,424940,-.048761606
2002,424940,-.069047689
2003,424940,-.037480026
2004,424940,.053664654
2005,424940,-.10635671
2006,424940,.019157797
2007,424940,.0063259006
2008,424940,.0014935434
2009,424940,.015001148
2010,424940,.026725829
2011,424940,.01742661
2012,424940,.0096271634
2013,424940,.016815305
2014,424940,.029776633
2015,424940,.026553512
2001,441110,-.0050854683
2002,441110,-.020258054
2003,441110,-.00942114
2004,441110,-.012127042
2005,441110,-.011278152
2006,441110,-.0058861971
2007,441110,-.0049890727
2008,441110,.0043323785
2009,441110,-.0054317266
2010,441110,-.0010851622
2011,441110,-.0081781149
2012,441110,-.0021970123
2013,441110,-.0016148686
2014,441110,-.0051203966
2015,441110,-.002504468
2001,441120,.18453509
2002,441120,.23232174
2003,441120,.0022554994
2004,441120,-.001496315
2005,441120,.0047088265
2006,441120,.0093137622
2007,441120,-.0058432221
2008,441120,-.014310122
2009,441120,.0018655658
2010,441120,.0065119267
2011,441120,-.0011183023
2012,441120,-.025588393
2013,441120,.032366514
2014,441120,.0023550987
2015,441120,-.00038850307
2001,441222,.003064543
2002,441222,.01188153
2003,441222,.027231634
2004,441222,.085676521
2005,441222,.010606766
2006,441222,.021041274
2007,441222,.011202216
2008,441222,-.030305266
2009,441222,-.014039934
2010,441222,.012913406
2011,441222,-.0024627447
2012,441222,-.0025513172
2013,441222,-.0059111118
2014,441222,-.0012174845
2015,441222,-.00025993586
2001,441310,.017405763
2002,441310,-.0012893379
2003,441310,.049722493
2004,441310,-.0030971766
2005,441310,-.0044869483
2006,441310,-.0039457977
2007,441310,.0032160878
2008,441310,.042945862
2009,441310,-.0045804977
2010,441310,.00093346834
2011,441310,.0024499595
2012,441310,.0023232996
2013,441310,.0026890337
2014,441310,.0029455721
2015,441310,.040085137
2001,442110,.00013098121
2002,442110,.012443513
2003,442110,.004942745
2004,442110,.039037317
2005,442110,-.047621042
2006,442110,-.003130883
2007,442110,.0068397522
2008,442110,-.0041611493
2009,442110,-.044033885
2010,442110,-.033557862
2011,442110,-.000095710158
2012,442110,-.0012435913
2013,442110,.043752208
2014,442110,.0078480691
2015,442110,.0091578066
2001,442299,.040345579
2002,442299,.0062347054
2003,442299,.0022179782
2004,442299,.0060998797
2005,442299,.19309175
2006,442299,.034591794
2007,442299,.02562356
2008,442299,.025248408
2009,442299,.036102235
2010,442299,.010061324
2011,442299,-.059821188
2012,442299,.10123724
2013,442299,.0016960502
2014,442299,-.047292531
2015,442299,-.0083250999
2001,443142,.1150611
2002,443142,-.00099468231
2003,443142,.024640918
2004,443142,.0086957812
2005,443142,-.035248041
2006,443142,-.011440039
2007,443142,.0076055527
2008,443142,.0071203709
2009,443142,.023298562
2010,443142,-.0081047416
2011,443142,-.011241019
2012,443142,-.021797299
2013,443142,-.015789747
2014,443142,.046984076
2015,443142,.033259213
2001,444110,-.093920469
2002,444110,-.0049782693
2003,444110,.016602278
2004,444110,.010258108
2005,444110,-.0013805032
2006,444110,-.0028062165
2007,444110,-.027508378
2008,444110,.01196155
2009,444110,-.010517985
2010,444110,.0019215643
2011,444110,-.024504036
2012,444110,.0067846179
2013,444110,-.0044261217
2014,444110,.011069
2015,444110,.010430247
2001,445110,.0049395934
2002,445110,.0085808188
2003,445110,-.011289731
2004,445110,-.0027009249
2005,445110,-.0042626336
2006,445110,.023963742
2007,445110,.015807331
2008,445110,.0030995309
2009,445110,-.034294248
2010,445110,-.0058195591
2011,445110,-.01824785
2012,445110,-.0013175458
2013,445110,-.0067030415
2014,445110,.013414688
2015,445110,.016487375
2001,446110,.043534696
2002,446110,-.036034822
2003,446110,.056485742
2004,446110,.006863147
2005,446110,-.040906504
2006,446110,.0052688271
2007,446110,.031364769
2008,446110,.080856144
2009,446110,.018387794
2010,446110,-.003473103
2011,446110,-.025933087
2012,446110,.019352525
2013,446110,-.0011724234
2014,446110,.039222866
2015,446110,.0033657253
2001,447110,.0060510635
2002,447110,-.0037095547
2003,447110,-.0023311675
2004,447110,.0033732057
2005,447110,.026004463
2006,447110,-.00021588802
2007,447110,-.0037274063
2008,447110,-.00075730681
2009,447110,-.011395305
2010,447110,-.089268059
2011,447110,-.057677954
2012,447110,-.0022659749
2013,447110,-.0074305236
2014,447110,.032818124
2015,447110,.043552577
2001,448110,.23301491
2002,448110,.12044752
2003,448110,-.0015640855
2004,448110,.0056874752
2005,448110,.012341499
2006,448110,.019803405
2007,448110,.032782674
2008,448110,.12876725
2009,448110,0
2010,448110,0
2011,448110,0
2012,448110,0
2013,448110,0
2014,448110,0
2015,448110,0
2001,448130,-.08158198
2002,448130,-.035155118
2003,448130,.16841286
2004,448130,.024340332
2005,448130,.035917997
2006,448130,.0059486628
2007,448130,-.011012256
2008,448130,-.036097825
2009,448130,.4707256
2010,448130,0
2011,448130,0
2012,448130,0
2013,448130,0
2014,448130,0
2015,448130,0
2001,448140,-.0017202944
2002,448140,-.0034983754
2003,448140,.0014142245
2004,448140,-2.9802322e-07
2005,448140,-.0032408684
2006,448140,-.0054348111
2007,448140,-.0014777184
2008,448140,-.0010414571
2009,448140,.0074777752
2010,448140,-.0019439161
2011,448140,-.0044027716
2012,448140,.0021319091
2013,448140,.0032707155
2014,448140,.020459279
2015,448140,.0083701313
2001,448190,.37072852
2002,448190,.024974823
2003,448190,.014603257
2004,448190,.022268295
2005,448190,.0059278011
2006,448190,.019197702
2007,448190,-.023428142
2008,448190,.041445076
2009,448190,-.00050413609
2010,448190,.012142062
2011,448190,.0045301914
2012,448190,.0017024279
2013,448190,.0050514936
2014,448190,.015805125
2015,448190,0
2001,448210,-.0065643787
2002,448210,-.024776056
2003,448210,-.0019342452
2004,448210,-.0025901347
2005,448210,-.0067682862
2006,448210,-.008414343
2007,448210,-.00079317391
2008,448210,.0043248683
2009,448210,-.010274887
2010,448210,-.005246833
2011,448210,.032485723
2012,448210,.060054854
2013,448210,.0024490952
2014,448210,.0022062063
2015,448210,-.0061484873
2001,451110,.0038853362
2002,451110,-.027819864
2003,451110,.018810354
2004,451110,.032404199
2005,451110,-.0057805479
2006,451110,.027306959
2007,451110,.02356036
2008,451110,.0062545687
2009,451110,.042131692
2010,451110,.026424065
2011,451110,.067471415
2012,451110,.00051987171
2013,451110,-.0029970109
2014,451110,.028643429
2015,451110,-.00053375959
2001,451120,-.014517009
2002,451120,-.044769943
2003,451120,-.024228692
2004,451120,-.038888574
2005,451120,.095848978
2006,451120,.01581192
2007,451120,.011806905
2008,451120,.0044431686
2009,451120,.0021387339
2010,451120,-.00059020519
2011,451120,.022185624
2012,451120,-.012462735
2013,451120,-.020869136
2014,451120,-.0095359087
2015,451120,-.013197899
2001,451211,-.0011978149
2002,451211,.0037376285
2003,451211,.0098748803
2004,451211,.0034452379
2005,451211,-.0002669692
2006,451211,-.013838321
2007,451211,-.0014685988
2008,451211,-.0054887235
2009,451211,.028680265
2010,451211,.11094943
2011,451211,.20373499
2012,451211,-.20378119
2013,451211,-.010173708
2014,451211,-.0160411
2015,451211,-.038232267
2001,452210,.00010290742
2002,452210,-.0069748461
2003,452210,-.063669056
2004,452210,-.0008610785
2005,452210,.0088413358
2006,452210,.0071846545
2007,452210,-.0010769069
2008,452210,-.0011611283
2009,452210,.00047552586
2010,452210,.002656281
2011,452210,-.02448985
2012,452210,.0076738894
2013,452210,-.0024683774
2014,452210,-.014779925
2015,452210,-.013455287
2001,452311,1.1920929e-07
2002,452311,0
2003,452311,0
2004,452311,0
2005,452311,0
2006,452311,0
2007,452311,0
2008,452311,0
2009,452311,0
2010,452311,0
2011,452311,-.032527566
2012,452311,.002902627
2013,452311,.0011185408
2014,452311,.00047838688
2015,452311,-.0019512177
2001,452319,.0033211708
2002,452319,.0036565065
2003,452319,-.010724068
2004,452319,.017269373
2005,452319,-.0074239969
2006,452319,-.0060254931
2007,452319,.0012308955
2008,452319,.01591593
2009,452319,-.010855079
2010,452319,-.015770197
2011,452319,.0020323396
2012,452319,-.0091102719
2013,452319,-.0012678504
2014,452319,.0039811134
2015,452319,-.018585026
2001,453998,.0080447495
2002,453998,.016166031
2003,453998,.055121273
2004,453998,.03452158
2005,453998,.033997804
2006,453998,.0024652183
2007,453998,.023628891
2008,453998,.022379547
2009,453998,.024132311
